num_ventana,actividad,media_a,sd_a,rms_a,maximo_a,minimo_a,rango_a,energia_a,f_dom_a,pppm_ecg
1,run,5.218792089682841,3.2810781983929775,6.164167466206242,11.628873952747954,0.816013579690325,10.812860373057628,95030.39833914011,0.5997600959616154,14.634146341463415
2,run,5.2202511413370205,3.2664393196709427,6.157627925090047,11.439710887280151,0.7342695818244943,10.705441305455658,94828.87054128574,0.5997600959616154,14.044943820224718
3,run,5.236545359673213,3.270592762088498,6.173646193242254,11.62587982137526,0.6149363650108643,11.010943456364396,95322.88220565577,0.5997600959616154,15.197568389057752
